          event_id           |   symbol   |       price        |       volume       |          event_time           | replay_run_id |          created_at           
-----------------------------+------------+--------------------+--------------------+-------------------------------+---------------+-------------------------------
 3ALxeUvA6X9Dco711CRtnLaXL6Q | FIN-063    |  1.547927312035574 | 112.84641520855685 | 2026-03-01 17:22:26.510926+00 |               | 2026-03-01 17:41:48.33681+00
 3ALxeUujWZsAtbbBOF2OXna3rJj | IND-096    |  4.324960713806804 | 115.13626460113774 | 2026-03-01 17:22:26.670543+00 |               | 2026-03-01 17:41:49.214864+00
 3ALxeUtNJUgKKhR4ewRdqOtAVoX | MAT-053    | 7.9697053960487265 | 109.40681258156684 | 2026-03-01 17:22:26.297896+00 |               | 2026-03-01 17:41:46.920021+00
 3ALxeUsulkuiULRRFvn3ROmjW9k | IND-029    |  2.820916913779034 | 118.58599655358981 | 2026-03-01 17:22:26.021124+00 |               | 2026-03-01 17:41:45.284393+00
 3ALxeUsnlVIrQxrNloqBsp6RiGg | CONS-090   | 2.2044103106675887 | 101.51214877121097 | 2026-03-01 17:22:26.104034+00 |               | 2026-03-01 17:41:45.717324+00
 3ALxeUsD2Xy2gYWpxOSPkWl4AVS | MAT-071    |  76.89953018873092 | 103.46106320465199 | 2026-03-01 17:22:26.314043+00 |               | 2026-03-01 17:41:46.989411+00
 3ALxeUrJhvTuOzuED1AqrHPtfy9 | REIT-100   |               0.01 | 107.54573884835376 | 2026-03-01 17:22:26.884563+00 |               | 2026-03-01 17:41:50.559618+00
 3ALxeUrFioeOGpz0avm1a4pzM7o | CONS-084   | 12.878162501487884 | 101.96203431811148 | 2026-03-01 17:22:26.100673+00 |               | 2026-03-01 17:41:45.70235+00
 3ALxeUrBvwnjFnSRZSaDUerXuyZ | TECH-043   |   9.19805311856769 | 104.93083681626302 | 2026-03-01 17:22:26.434323+00 |               | 2026-03-01 17:41:47.911615+00
 3ALxeUqka9wL8hKLiPZ6v1JNyUf | FIN-002    | 10.507754151260713 | 107.87552817112868 | 2026-03-01 17:22:26.472526+00 |               | 2026-03-01 17:41:48.079593+00
 3ALxeUpa8TAUVVFy0NDROo8F1nw | FIN-019    |  7.650779881884066 | 101.02699329227492 | 2026-03-01 17:22:26.484644+00 |               | 2026-03-01 17:41:48.161317+00
 3ALxeUoiPGauDUBE2SpWxmYmhIs | HC-033     |  5.269327082884517 | 115.58813827864965 | 2026-03-01 17:22:26.550166+00 |               | 2026-03-01 17:41:48.638008+00
 3ALxeUoDXMREpMKzk2Gwr5LASK6 | UTIL-099   |  3.619559169436673 | 119.65278765235423 | 2026-03-01 17:22:26.832675+00 |               | 2026-03-01 17:41:50.159533+00
 3ALxeUnyQX2XhUAv1VgvvpVH8cB | UTIL-008   | 1.9693803660553493 | 108.62593043863798 | 2026-03-01 17:22:26.785364+00 |               | 2026-03-01 17:41:49.744941+00
 3ALxeUmqZBrdUAIAeJ9jdw2gPtY | REIT-037   |   7.81144881503329 |   109.705539146381 | 2026-03-01 17:22:26.850746+00 |               | 2026-03-01 17:41:50.285498+00
 3ALxeUldUrdxsnqUXz3H4IdeJV5 | TECH-074   |  6.820956055513488 | 110.36489811474326 | 2026-03-01 17:22:26.452759+00 |               | 2026-03-01 17:41:48.015998+00
 3ALxeUlP3oJ7QGR6wdxCnKVlMEl | IND-055    | 5.9644049000035295 |   111.498646282671 | 2026-03-01 17:22:26.647656+00 |               | 2026-03-01 17:41:49.080883+00
 3ALxeUkkwULBRFvVhmEutilWTyE | REIT-037   |  8.714647753916621 | 115.59916981895076 | 2026-03-01 17:22:26.238588+00 |               | 2026-03-01 17:41:46.409717+00
 3ALxeUjJvQ0GIxSQkLMwRgC2x6n | FIN-092    | 14.439997687192797 | 103.13344318948836 | 2026-03-01 17:22:26.52498+00  |               | 2026-03-01 17:41:48.420736+00
 3ALxeUhtg5PfQ9rPfJd8Aaq5YJZ | IND-004    |  1.503333191326366 | 100.78697588318451 | 2026-03-01 17:22:26.008485+00 |               | 2026-03-01 17:41:45.219439+00
 3ALxeUhmiuFTpkBdOzCLpzaTubE | REIT-020   |  6.653590202946802 | 105.39656559267249 | 2026-03-01 17:22:26.842107+00 |               | 2026-03-01 17:41:50.239673+00
 3ALxeUhHosvL9lq6KFO1yqcCw5o | FIN-036    | 3.5843022074284963 | 110.11890909448191 | 2026-03-01 17:22:26.495039+00 |               | 2026-03-01 17:41:48.221222+00
 3ALxeUhBWXaaoScxlqzDus53hst | CONS-005   |  7.447385476006556 | 106.31544430843856 | 2026-03-01 17:22:26.674032+00 |               | 2026-03-01 17:41:49.225587+00
 3ALxeUgmTnwnHp2cv60K0FlxLCv | COMM-030   | 6.5654515154014375 | 109.01022946323792 | 2026-03-01 17:22:26.350678+00 |               | 2026-03-01 17:41:47.302677+00
 3ALxeUg2hc3VZwEplkg96epO3yY | ENERGY-067 |  2.987033648674628 | 102.58088173739462 | 2026-03-01 17:22:26.762228+00 |               | 2026-03-01 17:41:49.599463+00
(25 rows)

